"","country","election_year","age","gender","men","education","unemployed","blue_collar","household","rural","gov_perform","diss_dem","diss_econ","democrats","lrself","trust_pol","vote_fn","election"
"1897","France",2007,50,"Male",1,5,0,0,7,0,1,12,6,4,3,2,0,"2007"
"1899","France",2007,48,"Male",1,1,0,0,7,0,9,10,3,1,9,4,0,"2007"
"1901","France",2007,77,"Female",0,1,0,0,2,0,8,10,3,4,8,7,0,"2007"
"1902","France",2007,32,"Male",1,3,1,1,8,0,2,4,1,4,2,2,0,"2007"
"1903","France",2007,60,"Male",1,1,0,1,2,0,6,6,3,4,5,6,0,"2007"
"1906","France",2007,28,"Male",1,5,0,0,10,0,8,10,7,2,8,6,0,"2007"
"1909","France",2007,48,"Female",0,3,0,0,10,0,6,7,6,1,7,5,0,"2007"
"1910","France",2007,54,"Female",0,2,1,0,5,0,6,8,3,1,6,4,0,"2007"
"1911","France",2007,34,"Female",0,3,1,0,2,0,5,7,1,2,8,5,1,"2007"
"1912","France",2007,86,"Male",1,5,0,0,8,0,5,6,4,2,6,3,0,"2007"
"1913","France",2007,35,"Female",0,5,1,0,8,0,7,9,3,1,8,5,1,"2007"
"1914","France",2007,51,"Female",0,3,0,0,9,0,5,6,6,2,3,6,0,"2007"
"1916","France",2007,74,"Female",0,2,0,1,4,0,7,6,5,2,9,4,0,"2007"
"1919","France",2007,29,"Male",1,3,1,0,6,0,5,7,6,5,3,7,0,"2007"
"1920","France",2007,49,"Male",1,5,1,0,1,0,1,1,1,1,4,6,0,"2007"
"1922","France",2007,72,"Female",0,3,0,0,7,0,7,7,3,2,11,8,0,"2007"
"1923","France",2007,29,"Male",1,5,0,0,10,0,8,8,6,2,9,4,0,"2007"
"1925","France",2007,36,"Female",0,5,0,0,10,1,8,10,3,5,9,3,0,"2007"
"1927","France",2007,21,"Female",0,5,0,0,6,0,7,9,6,2,6,7,0,"2007"
"1928","France",2007,25,"Female",0,3,0,0,7,1,8,8,6,2,9,5,0,"2007"
"1931","France",2007,57,"Female",0,5,0,0,7,1,2,6,2,4,2,3,0,"2007"
"1932","France",2007,62,"Male",1,1,0,0,8,0,8,8,3,1,9,4,0,"2007"
"1936","France",2007,48,"Female",0,2,1,0,4,1,6,5,5,4,6,6,0,"2007"
"1938","France",2007,26,"Male",1,5,0,0,1,0,4,1,5,4,6,6,0,"2007"
"1939","France",2007,38,"Female",0,5,1,0,10,0,5,6,4,4,6,3,0,"2007"
"1941","France",2007,72,"Female",0,5,0,0,9,0,1,4,1,1,6,3,0,"2007"
"1945","France",2007,64,"Female",0,3,1,0,7,1,7,8,1,1,10,5,0,"2007"
"1947","France",2007,72,"Male",1,5,0,0,10,0,7,10,8,1,4,7,0,"2007"
"1949","France",2007,41,"Male",1,1,1,0,6,0,5,9,5,2,8,4,0,"2007"
"1950","France",2007,48,"Female",0,5,1,0,9,0,2,1,3,4,3,4,0,"2007"
"1954","France",2007,49,"Female",0,5,0,0,6,0,3,4,3,1,3,8,0,"2007"
"1955","France",2007,56,"Male",1,1,0,0,9,0,2,12,2,4,3,1,1,"2007"
"1956","France",2007,22,"Male",1,5,0,0,7,0,9,9,8,1,9,8,0,"2007"
"1958","France",2007,86,"Female",0,5,0,0,3,0,5,7,5,5,9,4,0,"2007"
"1959","France",2007,43,"Male",1,5,0,0,10,0,7,10,6,1,9,5,0,"2007"
"1963","France",2007,40,"Male",1,5,1,0,8,0,5,9,5,2,8,5,0,"2007"
"1965","France",2007,76,"Female",0,1,0,0,2,0,3,7,1,2,1,1,0,"2007"
"1966","France",2007,62,"Female",0,1,1,1,2,0,5,4,4,3,6,5,0,"2007"
"1970","France",2007,39,"Male",1,5,1,0,7,1,4,5,4,5,8,5,0,"2007"
"1971","France",2007,35,"Male",1,3,0,0,9,0,7,8,6,2,2,10,0,"2007"
"1972","France",2007,47,"Female",0,3,1,0,8,0,5,6,3,1,6,4,0,"2007"
"1976","France",2007,41,"Female",0,2,0,0,5,0,5,6,2,1,4,2,0,"2007"
"1978","France",2007,68,"Female",0,5,0,0,9,1,6,7,4,2,8,5,0,"2007"
"1979","France",2007,54,"Female",0,5,1,0,3,0,2,1,5,1,3,3,0,"2007"
"1981","France",2007,49,"Female",0,3,0,0,8,0,6,6,4,1,6,8,0,"2007"
"1985","France",2007,60,"Female",0,3,0,0,9,0,3,5,3,5,8,1,0,"2007"
"1986","France",2007,57,"Female",0,3,0,0,6,0,1,12,1,2,2,1,0,"2007"
"1989","France",2007,22,"Female",0,3,1,1,7,0,6,8,6,3,6,6,0,"2007"
"1990","France",2007,54,"Male",1,3,0,0,7,1,8,10,6,4,10,4,0,"2007"
"1993","France",2007,66,"Male",1,1,0,0,7,1,1,1,1,2,6,3,0,"2007"
"1996","France",2007,54,"Female",0,3,0,0,8,0,4,6,4,3,5,4,0,"2007"
"1997","France",2007,46,"Female",0,5,0,0,9,0,3,9,5,1,3,5,0,"2007"
"1999","France",2007,73,"Male",1,5,0,0,7,0,6,4,7,1,4,4,0,"2007"
"2000","France",2007,30,"Male",1,5,0,0,8,0,2,7,3,2,2,6,0,"2007"
"2002","France",2007,30,"Female",0,5,0,0,6,0,3,5,4,3,6,3,1,"2007"
"2003","France",2007,33,"Female",0,3,0,1,8,1,4,5,3,2,7,6,0,"2007"
"2004","France",2007,36,"Male",1,5,0,0,8,1,4,9,3,1,3,5,0,"2007"
"2005","France",2007,52,"Female",0,5,0,0,7,0,4,5,5,1,5,5,0,"2007"
"2008","France",2007,68,"Female",0,1,1,0,5,1,1,7,1,3,1,1,0,"2007"
"2010","France",2007,64,"Male",1,1,0,1,4,0,4,4,2,2,2,3,0,"2007"
"2012","France",2007,61,"Female",0,5,0,0,8,0,10,11,6,4,9,6,0,"2007"
"2013","France",2007,64,"Male",1,2,0,0,7,1,6,9,5,4,9,6,0,"2007"
"2014","France",2007,74,"Female",0,1,0,1,3,0,4,6,3,3,7,5,0,"2007"
"2015","France",2007,41,"Male",1,3,0,0,10,0,8,9,6,5,9,7,0,"2007"
"2016","France",2007,57,"Female",0,1,0,0,5,1,4,5,4,1,7,6,0,"2007"
"2018","France",2007,72,"Male",1,3,0,0,10,1,4,4,4,5,5,3,0,"2007"
"2021","France",2007,43,"Male",1,3,1,1,5,1,3,5,4,3,6,3,0,"2007"
"2023","France",2007,28,"Female",0,5,1,0,1,0,1,4,1,3,11,1,0,"2007"
"2027","France",2007,60,"Male",1,1,0,0,5,1,4,7,3,1,10,6,0,"2007"
"2028","France",2007,52,"Female",0,3,1,1,6,1,7,7,4,1,6,6,0,"2007"
"2030","France",2007,81,"Female",0,1,0,0,3,0,5,12,1,1,7,4,0,"2007"
"2032","France",2007,76,"Male",1,1,0,0,6,0,6,6,2,2,5,6,0,"2007"
"2033","France",2007,52,"Male",1,5,1,0,7,0,8,9,7,3,4,6,0,"2007"
"2035","France",2007,52,"Male",1,3,0,0,5,0,4,4,4,2,4,4,0,"2007"
"2036","France",2007,81,"Male",1,1,0,0,5,0,8,7,7,2,8,7,0,"2007"
"2039","France",2007,26,"Female",0,3,1,0,7,1,6,7,4,3,8,6,0,"2007"
"2040","France",2007,37,"Male",1,5,0,0,10,1,6,5,4,3,6,5,0,"2007"
"2045","France",2007,70,"Female",0,2,0,0,1,0,6,7,1,4,11,1,0,"2007"
"2046","France",2007,56,"Female",0,2,1,1,6,1,3,7,4,3,5,4,0,"2007"
"2049","France",2007,22,"Female",0,5,0,0,10,0,6,6,4,3,5,7,0,"2007"
"2052","France",2007,58,"Female",0,3,0,0,8,0,4,7,4,2,6,6,0,"2007"
"2053","France",2007,57,"Female",0,3,0,0,6,1,9,10,7,4,9,7,0,"2007"
"2056","France",2007,33,"Male",1,3,1,0,8,0,3,8,3,2,4,4,0,"2007"
"2062","France",2007,51,"Male",1,5,1,0,10,0,3,7,3,2,3,6,0,"2007"
"2064","France",2007,49,"Male",1,1,0,1,3,0,2,4,2,2,6,1,0,"2007"
"2066","France",2007,73,"Male",1,5,0,0,8,0,3,12,3,1,4,3,0,"2007"
"2067","France",2007,28,"Male",1,5,1,0,3,0,4,5,6,4,3,6,0,"2007"
"2069","France",2007,64,"Female",0,3,0,0,10,0,2,12,2,1,11,2,1,"2007"
"2070","France",2007,64,"Female",0,1,0,0,4,1,9,10,9,3,7,8,0,"2007"
"2072","France",2007,57,"Female",0,1,1,0,9,1,4,5,1,2,6,1,0,"2007"
"2073","France",2007,30,"Female",0,5,0,0,10,0,4,6,2,1,4,3,0,"2007"
"2102","France",2012,64,"Female",0,3,0,0,7,0,6,10,4,9,9,4,0,"2012"
"3102","France",2012,71,"Female",0,3,0,0,3,0,3,5,3,9,10,1,0,"2012"
"4102","France",2012,78,"Male",1,4,0,0,7,0,3,6,3,11,11,5,0,"2012"
"6102","France",2012,48,"Male",1,3,0,1,7,0,4,8,6,9,6,6,0,"2012"
"7102","France",2012,75,"Male",1,3,0,0,3,0,3,7,3,9,6,3,0,"2012"
"11102","France",2012,35,"Male",1,5,1,0,10,1,7,10,4,9,6,4,0,"2012"
"13102","France",2012,30,"Male",1,5,1,0,10,1,5,6,3,8,10,3,1,"2012"
"14102","France",2012,56,"Female",0,2,1,0,2,0,4,8,4,9,6,6,0,"2012"
"15102","France",2012,37,"Male",1,5,0,0,4,0,3,9,4,8,9,6,0,"2012"
"16102","France",2012,79,"Female",0,1,1,0,3,0,4,10,3,9,11,6,0,"2012"
"19101","France",2012,80,"Female",0,1,0,0,3,0,5,7,6,8,8,5,0,"2012"
"2112","France",2012,67,"Male",1,3,0,0,1,1,4,6,1,6,6,3,0,"2012"
"2212","France",2012,53,"Male",1,5,0,0,9,1,6,9,5,11,7,3,0,"2012"
"2512","France",2012,56,"Female",0,5,1,0,9,1,9,11,4,11,4,8,0,"2012"
"2612","France",2012,75,"Male",1,5,1,0,8,1,2,5,1,11,2,1,0,"2012"
"2712","France",2012,45,"Male",1,3,0,1,4,1,1,1,1,7,6,1,1,"2012"
"2912","France",2012,39,"Female",0,5,1,0,6,1,6,11,5,11,2,5,0,"2012"
"3112","France",2012,24,"Male",1,3,0,1,5,1,1,5,1,7,11,4,1,"2012"
"3212","France",2012,45,"Male",1,3,1,0,7,1,2,4,2,9,5,4,0,"2012"
"3412","France",2012,76,"Male",1,3,0,0,7,0,2,11,4,11,7,8,0,"2012"
"3612","France",2012,54,"Female",0,5,0,0,10,0,6,7,5,11,4,3,0,"2012"
"3712","France",2012,75,"Male",1,2,0,1,1,0,7,9,6,11,9,5,0,"2012"
"3812","France",2012,83,"Female",0,3,0,0,6,0,7,9,5,11,3,4,0,"2012"
"3912","France",2012,56,"Female",0,3,0,0,3,0,6,9,4,11,11,5,1,"2012"
"4212","France",2012,37,"Female",0,5,0,0,8,0,4,9,4,9,7,4,0,"2012"
"4512","France",2012,45,"Male",1,3,1,1,6,0,2,4,1,11,6,1,1,"2012"
"4712","France",2012,74,"Male",1,1,0,0,1,0,1,1,1,4,6,2,1,"2012"
"5012","France",2012,76,"Male",1,3,1,0,5,0,4,1,3,10,6,3,0,"2012"
"5312","France",2012,37,"Female",0,2,0,0,4,1,9,2,10,11,11,2,1,"2012"
"5512","France",2012,41,"Male",1,5,1,1,7,1,4,9,4,10,3,6,0,"2012"
"5612","France",2012,54,"Male",1,3,1,0,4,1,5,9,3,11,4,5,0,"2012"
"5812","France",2012,46,"Male",1,3,0,1,5,1,4,7,5,6,6,5,0,"2012"
"5912","France",2012,71,"Male",1,5,0,0,4,0,3,9,4,11,8,4,0,"2012"
"6012","France",2012,37,"Male",1,3,1,0,3,1,7,11,5,11,4,5,0,"2012"
"6112","France",2012,72,"Male",1,1,0,0,2,1,1,1,1,9,9,6,0,"2012"
"6212","France",2012,39,"Female",0,3,1,0,7,1,4,8,4,11,5,3,0,"2012"
"6312","France",2012,73,"Female",0,1,0,0,1,1,5,9,6,11,6,3,0,"2012"
"6412","France",2012,57,"Male",1,5,0,0,9,0,5,8,2,11,3,4,0,"2012"
"6512","France",2012,59,"Female",0,3,1,0,1,0,6,7,4,11,4,7,0,"2012"
"7712","France",2012,54,"Male",1,5,0,0,6,0,1,8,4,6,9,3,0,"2012"
"7812","France",2012,40,"Male",1,3,1,1,5,0,6,9,6,11,5,6,0,"2012"
"8012","France",2012,30,"Male",1,3,1,0,3,0,8,2,7,11,5,8,0,"2012"
"8212","France",2012,61,"Female",0,5,0,0,8,0,4,9,7,11,7,6,0,"2012"
"8312","France",2012,26,"Male",1,3,0,1,2,0,1,1,1,4,6,1,1,"2012"
"8412","France",2012,62,"Male",1,1,1,1,5,0,6,7,5,7,5,5,0,"2012"
"8612","France",2012,39,"Female",0,3,1,0,3,0,6,9,6,8,8,6,0,"2012"
"8812","France",2012,66,"Male",1,3,0,0,6,1,2,8,6,11,11,6,0,"2012"
"9112","France",2012,83,"Male",1,1,0,1,2,1,5,8,5,9,3,6,0,"2012"
"9212","France",2012,67,"Female",0,2,1,0,2,0,1,7,1,9,8,1,0,"2012"
"9412","France",2012,47,"Female",0,3,1,0,4,1,4,8,4,8,6,4,0,"2012"
"9512","France",2012,44,"Male",1,3,1,0,5,0,5,7,4,10,4,4,0,"2012"
"9612","France",2012,76,"Female",0,1,0,0,4,0,3,8,4,10,9,5,0,"2012"
"9712","France",2012,68,"Female",0,1,0,0,2,1,4,10,3,10,9,7,1,"2012"
"10012","France",2012,76,"Male",1,1,0,0,6,0,1,5,1,10,7,2,1,"2012"
"10112","France",2012,70,"Female",0,1,0,1,1,0,3,10,3,11,8,6,0,"2012"
"10212","France",2012,43,"Male",1,3,0,1,2,0,3,5,3,6,6,3,1,"2012"
"10312","France",2012,38,"Female",0,3,0,1,1,0,4,8,3,9,7,3,0,"2012"
"10412","France",2012,77,"Female",0,5,0,0,4,0,6,8,6,6,6,6,0,"2012"
"10512","France",2012,37,"Female",0,3,0,0,2,0,5,8,4,10,5,4,0,"2012"
"11212","France",2012,61,"Male",1,3,1,0,5,1,6,8,6,11,6,1,0,"2012"
"11312","France",2012,54,"Male",1,3,1,0,1,0,1,4,1,8,1,1,1,"2012"
"11412","France",2012,71,"Female",0,1,0,1,3,1,2,1,1,5,6,2,0,"2012"
"11812","France",2012,57,"Female",0,3,1,0,5,0,5,10,5,9,4,4,0,"2012"
"12012","France",2012,50,"Male",1,3,1,1,3,0,9,11,7,11,1,7,0,"2012"
"12212","France",2012,25,"Male",1,5,0,0,6,1,1,1,2,11,6,1,0,"2012"
"12312","France",2012,58,"Male",1,3,0,1,2,1,9,11,5,11,11,8,0,"2012"
"12612","France",2012,58,"Male",1,3,0,0,7,1,4,8,4,11,6,3,0,"2012"
"12912","France",2012,53,"Male",1,3,0,0,2,1,4,6,4,8,6,4,0,"2012"
"13012","France",2012,61,"Female",0,2,1,0,1,0,1,7,1,11,10,6,0,"2012"
"13112","France",2012,80,"Female",0,3,0,0,1,0,8,1,3,11,6,3,0,"2012"
"13212","France",2012,24,"Female",0,3,1,0,2,0,1,5,4,11,8,3,0,"2012"
"13312","France",2012,77,"Male",1,2,0,0,3,0,4,2,5,11,9,6,0,"2012"
"13512","France",2012,93,"Female",0,5,0,0,8,0,5,10,4,11,8,6,0,"2012"
"13812","France",2012,35,"Female",0,3,1,0,8,0,6,9,6,10,6,4,0,"2012"
"14012","France",2012,29,"Female",0,5,0,0,3,0,5,11,5,9,4,5,0,"2012"
"14112","France",2012,36,"Female",0,5,0,0,7,0,2,9,2,11,5,4,0,"2012"
"14212","France",2012,55,"Female",0,3,1,0,4,0,5,10,4,10,10,4,0,"2012"
"14412","France",2012,20,"Male",1,3,1,1,1,0,6,9,7,10,5,2,0,"2012"
"14812","France",2012,67,"Male",1,3,0,0,4,0,5,8,3,10,4,5,0,"2012"
"15112","France",2012,61,"Female",0,3,1,0,5,0,1,8,1,11,9,2,0,"2012"
"15212","France",2012,75,"Male",1,3,1,0,5,0,2,10,3,10,7,1,1,"2012"
"15412","France",2012,74,"Female",0,1,1,0,9,0,6,11,4,11,3,7,0,"2012"
"15712","France",2012,82,"Male",1,5,0,0,6,1,1,11,7,10,8,8,0,"2012"
"15812","France",2012,69,"Female",0,5,0,0,10,0,6,10,5,10,4,7,0,"2012"
"15912","France",2012,61,"Male",1,1,0,0,2,1,3,5,3,7,8,2,1,"2012"
"16012","France",2012,67,"Female",0,5,0,0,10,1,2,11,3,11,7,7,0,"2012"
"16112","France",2012,71,"Female",0,1,0,0,1,1,4,9,5,11,6,6,0,"2012"
"16212","France",2012,38,"Male",1,5,1,0,8,0,7,11,6,11,4,6,0,"2012"
"16312","France",2012,26,"Male",1,3,0,1,8,1,3,7,5,11,8,3,1,"2012"
"16412","France",2012,84,"Female",0,3,0,0,3,1,4,6,2,11,3,1,0,"2012"
"16512","France",2012,54,"Female",0,3,1,0,2,1,5,8,4,7,11,6,0,"2012"
"16612","France",2012,69,"Male",1,1,0,0,1,1,5,8,6,6,6,6,0,"2012"
"16812","France",2012,45,"Male",1,3,1,1,2,1,8,6,3,4,8,5,1,"2012"
"17012","France",2012,57,"Male",1,2,1,0,2,0,3,10,4,10,10,6,0,"2012"
"17112","France",2012,50,"Female",0,3,1,0,3,0,4,8,4,11,5,4,0,"2012"
"17212","France",2012,34,"Female",0,5,0,0,7,0,7,11,5,11,3,7,0,"2012"
"17312","France",2012,46,"Female",0,5,0,0,10,0,6,11,6,11,3,6,0,"2012"
"17412","France",2012,63,"Male",1,3,0,0,6,0,5,10,7,11,11,4,0,"2012"
"17512","France",2012,54,"Male",1,5,1,0,9,0,7,8,5,11,8,7,0,"2012"
"17812","France",2012,73,"Female",0,1,0,0,3,0,1,1,7,11,10,1,0,"2012"
"18012","France",2012,68,"Male",1,1,0,1,3,0,3,5,3,11,9,1,0,"2012"
"18311","France",2012,55,"Male",1,3,0,0,8,0,4,8,4,11,7,8,0,"2012"
"18411","France",2012,61,"Male",1,3,0,1,6,0,3,5,3,6,6,3,1,"2012"
"18611","France",2012,29,"Male",1,5,1,0,4,0,3,7,4,9,3,2,1,"2012"
"18811","France",2012,57,"Male",1,3,0,0,10,0,8,11,7,11,4,5,0,"2012"
"18911","France",2012,82,"Female",0,5,0,0,8,0,10,11,7,11,4,7,0,"2012"
"19011","France",2012,53,"Female",0,5,1,0,9,0,7,3,6,11,4,7,0,"2012"
"19111","France",2012,22,"Female",0,3,0,0,5,0,4,11,5,11,9,5,0,"2012"
"19311","France",2012,53,"Female",0,1,1,1,1,0,3,11,3,11,6,3,0,"2012"
"19411","France",2012,58,"Male",1,3,0,1,6,1,4,8,4,8,8,2,0,"2012"
"19611","France",2012,58,"Female",0,3,0,0,2,1,2,5,3,4,4,1,1,"2012"
"19911","France",2012,71,"Female",0,3,0,0,5,1,8,3,3,11,4,3,0,"2012"
"20011","France",2012,52,"Female",0,1,1,1,2,1,5,6,3,6,9,1,0,"2012"
"20211","France",2012,67,"Female",0,3,0,0,4,1,7,8,6,9,4,6,0,"2012"
"20311","France",2012,83,"Male",1,2,0,0,5,1,4,10,4,10,8,4,0,"2012"
"20411","France",2012,71,"Male",1,5,0,0,6,1,7,9,5,11,3,3,0,"2012"
"2077","France",2012,70,"Male",1,5,0,0,6,1,5,2,3,11,6,4,0,"2012"
"2092","France",2012,26,"Male",1,3,1,0,8,1,8,9,4,11,3,4,0,"2012"
"2103","France",2012,54,"Male",1,1,0,0,2,1,7,10,5,11,9,6,0,"2012"
"2122","France",2012,49,"Male",1,5,0,0,9,1,4,9,5,9,6,3,0,"2012"
"2142","France",2012,53,"Female",0,3,0,0,6,0,3,5,3,9,4,3,0,"2012"
"2152","France",2012,62,"Female",0,5,0,0,8,1,5,10,5,11,7,6,0,"2012"
"2162","France",2012,80,"Female",0,2,1,0,6,1,6,10,3,10,4,7,0,"2012"
"2172","France",2012,55,"Female",0,3,1,0,9,0,8,11,8,11,1,6,0,"2012"
"2182","France",2012,79,"Female",0,1,0,1,2,1,4,6,4,6,6,2,0,"2012"
"2192","France",2012,34,"Female",0,3,0,0,6,0,6,10,4,11,3,5,0,"2012"
"2202","France",2012,61,"Female",0,5,0,0,8,0,7,11,7,9,8,7,0,"2012"
"2222","France",2012,37,"Female",0,3,0,0,6,1,4,8,5,11,9,5,0,"2012"
"2232","France",2012,71,"Female",0,1,0,1,9,1,7,10,3,8,4,9,0,"2012"
"2252","France",2012,52,"Female",0,3,0,0,2,1,4,8,4,10,4,7,0,"2012"
"2262","France",2012,36,"Female",0,3,1,1,3,1,4,8,5,9,6,6,0,"2012"
"2272","France",2012,55,"Female",0,5,1,0,10,1,1,10,2,11,8,2,0,"2012"
"2282","France",2012,65,"Male",1,1,0,1,8,1,1,8,1,8,10,1,1,"2012"
"2292","France",2012,87,"Female",0,1,0,0,5,1,3,9,3,7,9,3,0,"2012"
"2313","France",2012,38,"Female",0,3,0,1,7,1,1,6,1,9,4,1,0,"2012"
"2322","France",2012,60,"Female",0,3,0,0,4,0,8,11,7,11,5,6,0,"2012"
"2342","France",2012,62,"Male",1,3,1,0,6,1,9,11,7,4,6,1,1,"2012"
"2352","France",2012,80,"Male",1,3,1,1,7,0,1,8,4,9,9,1,1,"2012"
"2382","France",2012,68,"Female",0,3,1,0,3,1,5,7,5,8,8,5,0,"2012"
"2392","France",2012,32,"Male",1,3,0,0,5,0,6,7,6,8,7,4,0,"2012"
"2402","France",2012,72,"Female",0,5,1,0,1,0,5,6,5,11,4,4,0,"2012"
"2413","France",2012,70,"Male",1,5,0,0,7,0,6,10,4,11,6,7,0,"2012"
"2422","France",2012,73,"Female",0,3,0,1,1,0,5,7,6,6,7,3,0,"2012"
"2432","France",2012,49,"Female",0,3,0,1,7,0,6,8,5,7,7,5,0,"2012"
"2452","France",2012,32,"Female",0,5,0,0,6,0,5,8,4,11,6,4,0,"2012"
"2462","France",2012,87,"Male",1,1,0,0,4,0,5,8,2,9,7,5,0,"2012"
"2472","France",2012,30,"Female",0,5,1,0,2,0,7,10,7,9,5,5,0,"2012"
"2482","France",2012,47,"Male",1,5,0,0,8,0,6,10,5,11,5,7,0,"2012"
"2502","France",2012,60,"Female",0,5,1,0,9,0,6,7,3,11,4,4,0,"2012"
"2513","France",2012,63,"Male",1,5,0,0,10,1,3,11,4,11,6,1,0,"2012"
"2552","France",2012,73,"Male",1,1,0,0,2,1,4,3,4,11,8,6,1,"2012"
"2592","France",2012,66,"Male",1,2,0,0,4,1,8,11,2,11,2,7,0,"2012"
"2613","France",2012,42,"Male",1,3,0,0,7,1,1,8,1,9,10,2,0,"2012"
"2622","France",2012,49,"Female",0,4,1,0,2,1,8,2,6,11,3,8,0,"2012"
"2642","France",2012,60,"Female",0,3,0,0,4,1,5,8,5,7,6,6,0,"2012"
"2652","France",2012,43,"Female",0,3,0,0,2,1,1,1,2,11,6,1,1,"2012"
"2672","France",2012,22,"Male",1,3,1,1,8,1,8,10,6,8,6,7,1,"2012"
"2682","France",2012,45,"Male",1,3,0,1,8,0,6,11,6,11,6,4,0,"2012"
"2702","France",2012,33,"Female",0,3,0,1,6,0,2,4,3,6,5,4,0,"2012"
"2713","France",2012,46,"Male",1,5,0,0,7,1,8,10,4,11,3,7,0,"2012"
"2722","France",2012,85,"Male",1,1,0,0,1,1,6,8,6,5,6,5,0,"2012"
"2742","France",2012,74,"Male",1,2,0,0,4,1,5,11,5,11,10,4,0,"2012"
"2762","France",2012,55,"Female",0,3,0,1,3,1,4,9,3,11,1,4,0,"2012"
"2772","France",2012,77,"Male",1,3,1,0,8,1,5,10,5,9,7,3,0,"2012"
"2802","France",2012,74,"Female",0,1,1,0,10,0,3,8,8,9,9,6,0,"2012"
"2822","France",2012,44,"Female",0,3,0,1,4,0,1,1,1,9,8,1,1,"2012"
"2852","France",2012,75,"Female",0,5,0,0,8,0,3,4,1,11,1,1,0,"2012"
"2872","France",2012,31,"Male",1,5,0,0,6,0,6,8,5,10,5,4,0,"2012"
"2882","France",2012,29,"Female",0,5,0,0,7,0,5,7,5,9,5,5,0,"2012"
"2922","France",2012,60,"Male",1,3,1,0,9,1,3,7,1,9,4,4,0,"2012"
"2932","France",2012,62,"Male",1,3,0,0,6,1,3,9,4,11,5,3,0,"2012"
"2942","France",2012,34,"Female",0,5,0,0,10,1,2,8,3,8,8,5,0,"2012"
"2952","France",2012,58,"Male",1,3,0,0,6,1,4,7,5,8,6,2,0,"2012"
"2962","France",2012,61,"Male",1,1,0,0,7,1,1,6,3,8,9,1,0,"2012"
"2992","France",2012,61,"Male",1,3,0,1,4,1,7,10,6,11,5,2,0,"2012"
"3052","France",2012,43,"Male",1,5,0,0,7,0,4,9,4,11,7,5,0,"2012"
"3062","France",2012,89,"Female",0,1,0,0,7,1,3,7,6,5,6,4,0,"2012"
"3072","France",2012,66,"Male",1,3,0,1,6,1,7,9,7,9,3,5,0,"2012"
"3082","France",2012,71,"Male",1,3,1,0,7,1,6,7,4,11,2,6,0,"2012"
"3122","France",2012,38,"Male",1,3,0,0,2,1,8,11,6,10,3,5,0,"2012"
"3142","France",2012,73,"Male",1,3,0,1,4,1,3,8,3,11,9,6,1,"2012"
"3152","France",2012,34,"Female",0,5,1,0,6,1,4,5,5,6,8,4,0,"2012"
"3192","France",2012,32,"Female",0,3,1,0,2,0,1,11,1,11,9,1,0,"2012"
"3222","France",2012,75,"Female",0,1,0,1,3,0,3,5,4,9,5,7,0,"2012"
"3252","France",2012,56,"Female",0,5,1,0,5,0,3,8,3,11,2,2,0,"2012"
"3262","France",2012,37,"Male",1,3,1,1,6,0,7,3,4,11,6,6,0,"2012"
"3282","France",2012,39,"Female",0,5,0,0,5,0,7,9,6,11,2,5,0,"2012"
"3292","France",2012,64,"Female",0,3,0,0,7,0,6,11,7,10,9,8,0,"2012"
"3313","France",2012,50,"Male",1,3,1,0,10,0,7,11,6,11,4,6,0,"2012"
"3322","France",2012,55,"Female",0,1,1,0,5,0,1,1,1,11,7,1,1,"2012"
"3332","France",2012,39,"Male",1,3,0,0,9,0,1,5,6,9,9,5,1,"2012"
"3342","France",2012,45,"Male",1,5,1,0,7,0,8,11,4,11,4,6,0,"2012"
"3352","France",2012,63,"Male",1,3,1,0,7,0,6,11,4,10,5,5,0,"2012"
"3372","France",2012,66,"Male",1,3,0,1,2,1,4,8,5,6,9,3,0,"2012"
"3382","France",2012,80,"Female",0,5,0,0,7,1,4,7,3,11,4,2,0,"2012"
"3392","France",2012,46,"Female",0,5,0,0,8,1,4,6,4,9,6,3,0,"2012"
"3402","France",2012,66,"Female",0,1,1,0,2,1,3,7,4,7,8,5,0,"2012"
"3422","France",2012,64,"Male",1,3,0,0,6,1,9,10,5,10,8,6,0,"2012"
"3432","France",2012,51,"Female",0,5,1,0,7,0,3,5,4,9,6,3,0,"2012"
"3442","France",2012,57,"Female",0,3,0,0,5,0,4,6,1,5,4,4,1,"2012"
"3462","France",2012,46,"Male",1,3,1,1,5,1,4,8,4,11,8,6,0,"2012"
"3472","France",2012,60,"Female",0,3,0,0,6,1,7,9,7,9,3,6,0,"2012"
"3482","France",2012,76,"Female",0,1,0,0,6,1,9,10,8,10,1,6,0,"2012"
"3492","France",2012,41,"Female",0,5,0,0,8,1,8,11,6,10,4,6,0,"2012"
"3502","France",2012,58,"Male",1,3,1,0,6,1,3,7,3,9,3,3,0,"2012"
"3532","France",2012,32,"Male",1,3,0,0,9,1,7,9,7,11,3,7,0,"2012"
"3552","France",2012,35,"Male",1,3,0,0,8,1,3,8,4,11,8,3,0,"2012"
"3582","France",2012,57,"Male",1,1,1,0,1,1,6,3,1,11,6,2,1,"2012"
"3592","France",2012,80,"Female",0,1,0,0,3,0,1,9,1,8,9,5,0,"2012"
"3602","France",2012,33,"Female",0,3,0,0,4,0,5,6,5,5,6,3,0,"2012"
"3613","France",2012,58,"Male",1,5,0,0,10,0,1,5,1,11,4,1,0,"2012"
